,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
28686,22488,2020,0490886X,LYCEE PROFESSIONNEL LA PROVIDENCE,CHOLET,49099,NANTES,MAINE-ET-LOIRE,privé sous contrat,97.0,0490886X2020
28687,22489,2020,0491646Y,LYCEE PROFESSIONNEL LUDOVIC MENARD,TRELAZE,49353,NANTES,MAINE-ET-LOIRE,public,97.0,0491646Y2020
28688,22490,2020,0492420P,LYCEE SAINT AUBIN LA SALLE (PROFESSIONNEL),VERRIERES EN ANJOU,49323,NANTES,MAINE-ET-LOIRE,privé sous contrat,95.0,0492420P2020
28689,22491,2020,0492432C,LYCEE PROFESSIONNEL JOSEPH WRESINSKI,ANGERS,49007,NANTES,MAINE-ET-LOIRE,privé sous contrat,94.0,0492432C2020
28690,22492,2020,0500132X,LYCEE PROFESSIONNEL INGENIEUR CACHIN,CHERBOURG EN COTENTIN,50129,NORMANDIE,MANCHE,privé sous contrat,94.0,0500132X2020
28691,22493,2020,0510007F,LYCEE ETIENNE OEHMICHEN (PROFESSIONNEL),CHALONS EN CHAMPAGNE,51108,REIMS,MARNE,public,82.0,0510007F2020
28692,22494,2020,0510068X,LYCEE EUROPEEN STEPHANE HESSEL (PROFESSIONNEL),EPERNAY,51230,REIMS,MARNE,public,78.0,0510068X2020
28693,22495,2020,0511149X,LYCEE PROFESSIONNEL STE MARIE,EPERNAY,51230,REIMS,MARNE,privé sous contrat,98.0,0511149X2020
28694,22496,2020,0511430C,LYCEE PROFESSIONNEL JOLIOT-CURIE,REIMS,51454,REIMS,MARNE,public,83.0,0511430C2020
28695,22497,2020,0530068L,LYCEE HAUTE FOLLIS (PROFESSIONNEL),LAVAL,53130,NANTES,MAYENNE,privé sous contrat,100.0,0530068L2020
28696,22498,2020,0530079Y,LYCEE PROFESSIONNEL LEONARD DE VINCI,MAYENNE,53147,NANTES,MAYENNE,public,93.0,0530079Y2020
28697,22499,2020,0540076P,LYCEE JEAN ZAY (PROFESSIONNEL),JARNY,54273,NANCY-METZ,MEURTHE-ET-MOSELLE,public,97.0,0540076P2020
28698,22500,2020,0540082W,LYCEE PROFESSIONNEL PAUL LOUIS CYFFLE,NANCY,54395,NANCY-METZ,MEURTHE-ET-MOSELLE,public,88.0,0540082W2020
28699,22501,2020,0540085Z,LYCEE PROFESSIONNEL BERTRAND SCHWARTZ,POMPEY,54430,NANCY-METZ,MEURTHE-ET-MOSELLE,public,96.0,0540085Z2020
28700,22502,2020,0550003E,LYCEE PROFESSIONNEL EMILE ZOLA,BAR LE DUC,55029,NANCY-METZ,MEUSE,public,93.0,0550003E2020
28701,22503,2020,0550026E,LYCEE PROFESSIONNEL ALAIN-FOURNIER,VERDUN,55545,NANCY-METZ,MEUSE,public,91.0,0550026E2020
28702,22504,2020,0551032Y,LYCEE PROFESSIONNEL SAINTE JEANNE D'ARC,COMMERCY,55122,NANCY-METZ,MEUSE,privé sous contrat,94.0,0551032Y2020
28703,22505,2020,0560027A,LYCEE PROFESSIONNEL MARIE LE FRANC,LORIENT,56121,RENNES,MORBIHAN,public,98.0,0560027A2020
28704,22506,2020,0560105K,LYCEE PROFESSIONNEL LA MENNAIS,PLOERMEL,56165,RENNES,MORBIHAN,privé sous contrat,98.0,0560105K2020
28705,22507,2020,0560182U,LYCEE JEANNE D'ARC-ST IVY (PROFESSIONNEL),PONTIVY,56178,RENNES,MORBIHAN,privé sous contrat,97.0,0560182U2020
28706,22508,2020,0560197K,LYCEE PROFESSIONNEL ST-MICHEL,PRIZIAC,56182,RENNES,MORBIHAN,privé sous contrat,100.0,0560197K2020
28707,22509,2020,0561641E,LYCEE MARCELLIN BERTHELOT (PROFESSIONNEL),QUESTEMBERT,56184,RENNES,MORBIHAN,public,79.0,0561641E2020
28708,22510,2020,0561698S,LYCEE JEAN MACE (PROFESSIONNEL),LANESTER,56098,RENNES,MORBIHAN,public,90.0,0561698S2020
28709,22511,2020,0570077Z,LYCEE PROFESSIONNEL MARYSE BASTIE,HAYANGE,57306,NANCY-METZ,MOSELLE,public,91.0,0570077Z2020
28710,22512,2020,0570094T,LYCEE MANGIN (PROFESSIONNEL),SARREBOURG,57630,NANCY-METZ,MOSELLE,public,97.0,0570094T2020
28711,22513,2020,0570100Z,LYCEE PROFESSIONNEL SIMON LAZARD,SARREGUEMINES,57631,NANCY-METZ,MOSELLE,public,96.0,0570100Z2020
28712,22514,2020,0570124A,LYCEE PROFESSIONNEL RENE CASSIN,METZ,57463,NANCY-METZ,MOSELLE,public,84.0,0570124A2020
28713,22515,2020,0570225K,LYCEE PROFESSIONNEL INTERENTREPRISES,BOULAY,57097,NANCY-METZ,MOSELLE,privé sous contrat,91.0,0570225K2020
28714,22516,2020,0570268G,LYCEE PROFESSIONNEL SAINTE CHRETIENNE,ST AVOLD,57606,NANCY-METZ,MOSELLE,privé sous contrat,100.0,0570268G2020
28715,22517,2020,0570294K,LYCEE PROFESSIONNEL SAINTE MARIE,SARREBOURG,57630,NANCY-METZ,MOSELLE,privé sous contrat,83.0,0570294K2020
28716,22518,2020,0572027U,LYCEE ROSA PARKS (PROFESSIONNEL),THIONVILLE,57672,NANCY-METZ,MOSELLE,public,85.0,0572027U2020
28717,22519,2020,0573227Y,LYCEE LOUIS DE CORMONTAIGNE (PROFESSIONNEL),METZ,57463,NANCY-METZ,MOSELLE,public,89.0,0573227Y2020
28718,22520,2020,0573491K,LYCEE ERNEST CUVELETTE (PROFESSIONNEL),FREYMING MERLEBACH,57240,NANCY-METZ,MOSELLE,public,83.0,0573491K2020
28719,22521,2020,0580020G,LYCEE PROFESSIONNEL PIERRE BEREGOVOY,FOURCHAMBAULT,58117,DIJON,NIEVRE,public,98.0,0580020G2020
28720,22522,2020,0580552K,LYCEE PROFESSIONNEL FRANCOIS MITTERRAND,CHATEAU CHINON,58062,DIJON,NIEVRE,public,97.0,0580552K2020
28721,22523,2020,0590005K,LYCEE PROFESSIONNEL PIERRE-JOSEPH FONTAINE,ANZIN,59014,LILLE,NORD,public,88.0,0590005K2020
28722,22524,2020,0590018Z,LYCEE PROFESSIONNEL JESSE DE FOREST,AVESNES SUR HELPE,59036,LILLE,NORD,public,82.0,0590018Z2020
28723,22525,2020,0590042A,LYCEE PROFESSIONNEL CAMILLE DESMOULINS,LE CATEAU CAMBRESIS,59136,LILLE,NORD,public,78.0,0590042A2020
28724,22526,2020,0590111A,LYCEE PROFESSIONNEL SONIA DELAUNAY,LILLE,59350,LILLE,NORD,public,75.0,0590111A2020
28725,22527,2020,0590214M,LYCEE PROFESSIONNEL COLBERT,TOURCOING,59599,LILLE,NORD,public,95.0,0590214M2020
28726,22528,2020,0590216P,LYCEE PROFESSIONNEL LE CORBUSIER,TOURCOING,59599,LILLE,NORD,public,93.0,0590216P2020
28727,22529,2020,0590263R,LYCEE PROFESSIONNEL FERNAND LEGER,COUDEKERQUE BRANCHE,59155,LILLE,NORD,public,88.0,0590263R2020
28728,22530,2020,0590265T,LYCEE PROFESSIONNEL EDMOND LABBE,DOUAI,59178,LILLE,NORD,public,82.0,0590265T2020
28729,22531,2020,0592712C,LYCEE PROFESSIONNEL LOUIS ARMAND,JEUMONT,59324,LILLE,NORD,public,85.0,0592712C2020
28730,22532,2020,0592833J,LYCEE PROFESSIONNEL LES HAUTS DE FLANDRE,SECLIN,59560,LILLE,NORD,public,84.0,0592833J2020
28731,22533,2020,0592965C,LYCEE PROFESSIONNEL EIC LICP,TOURCOING,59599,LILLE,NORD,privé sous contrat,97.0,0592965C2020
28732,22534,2020,0592969G,LYCEE PROFESSIONNEL DAMPIERRE,VALENCIENNES,59606,LILLE,NORD,privé sous contrat,100.0,0592969G2020
28733,22535,2020,0593077Z,LYCEE PROFESSIONNEL SAINT JOSEPH,HAZEBROUCK,59295,LILLE,NORD,privé sous contrat,100.0,0593077Z2020
28734,22536,2020,0595856V,LYCEE PROFESSIONNEL DE L'YSER,WORMHOUT,59663,LILLE,NORD,public,100.0,0595856V2020
28735,22537,2020,0600003C,LYCEE PROFESSIONNEL J.B. COROT - BATIMENT,BEAUVAIS,60057,AMIENS,OISE,public,88.0,0600003C2020
28736,22538,2020,0600049C,LYCEE PROFESSIONNEL AMYOT D INVILLE,SENLIS,60612,AMIENS,OISE,public,90.0,0600049C2020
28737,22539,2020,0601822E,LYCEE PROFESSIONNEL ARTHUR RIMBAUD,RIBECOURT DRESLINCOURT,60537,AMIENS,OISE,public,84.0,0601822E2020
28738,22540,2020,0610002W,LYCEE NAVARRE/LECLERC (PROFESSIONNEL),ALENCON,61001,NORMANDIE,ORNE,public,94.0,0610002W2020
28739,22541,2020,0610006A,LYCEE MEZERAY-GABRIEL (PROFESSIONNEL),ARGENTAN,61006,NORMANDIE,ORNE,public,94.0,0610006A2020
28740,22542,2020,0610018N,LYCEE DES ANDAINES (PROFESSIONNEL),LA FERTE MACE,61168,NORMANDIE,ORNE,public,100.0,0610018N2020
28741,22543,2020,0620056Z,LYCEE PROFESSIONNEL CARNOT,BRUAY LA BUISSIERE,62178,LILLE,PAS-DE-CALAIS,public,73.0,0620056Z2020
28742,22544,2020,0620121V,LYCEE PROFESSIONNEL FLORA TRISTAN,LILLERS,62516,LILLE,PAS-DE-CALAIS,public,97.0,0620121V2020
28743,22545,2020,0620187S,LYCEE PROFESSIONNEL JULES VERNE,ETAPLES,62318,LILLE,PAS-DE-CALAIS,public,97.0,0620187S2020
28744,22546,2020,0620220C,LYCEE PROFESSIONNEL LA PEUPLERAIE,SALLAUMINES,62771,LILLE,PAS-DE-CALAIS,public,81.0,0620220C2020
28745,22547,2020,0622089J,LYCEE PROFESSIONNEL ANDRE MALRAUX,BETHUNE,62119,LILLE,PAS-DE-CALAIS,public,90.0,0622089J2020
28746,22548,2020,0622196A,LYCEE PROFESSIONNEL BAUDIMONT,ARRAS,62041,LILLE,PAS-DE-CALAIS,privé sous contrat,95.0,0622196A2020
28747,22549,2020,0622807P,LYCEE PROFESSIONNEL HOTELIER,LE TOUQUET PARIS PLAGE,62826,LILLE,PAS-DE-CALAIS,public,95.0,0622807P2020
28748,22550,2020,0623902E,LYCEE PROFESSIONNEL MARGUERITE YOURCENAR,BEUVRY,62126,LILLE,PAS-DE-CALAIS,public,88.0,0623902E2020
28749,22551,2020,0630054S,LYCEE PROFESSIONNEL MARIE LAURENCIN,RIOM,63300,CLERMONT-FERRAND,PUY-DE-DOME,public,96.0,0630054S2020
28750,22552,2020,0631050Z,LYCEE PROFESSIONNEL ANNA RODIER,CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,privé sous contrat,100.0,0631050Z2020
28751,22553,2020,0631408N,LYCEE PROFESSIONNEL LES CORDELIERS,CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,privé sous contrat,98.0,0631408N2020
28752,22554,2020,0631737W,LYCEE PROFESSIONNEL SAINT ALYRE,CLERMONT FERRAND,63113,CLERMONT-FERRAND,PUY-DE-DOME,privé sous contrat,93.0,0631737W2020
28753,22555,2020,0631985R,LYCEE PIERRE JOEL BONTE (PROFESSIONNEL),RIOM,63300,CLERMONT-FERRAND,PUY-DE-DOME,public,89.0,0631985R2020
28754,22556,2020,0640031L,LYCEE PROFESSIONNEL ANDRE CAMPA,JURANCON,64284,BORDEAUX,PYRENEES-ATLANTIQUES,public,85.0,0640031L2020
28755,22557,2020,0640049F,LYCEE PROFESSIONNEL GUYNEMER,OLORON STE MARIE,64422,BORDEAUX,PYRENEES-ATLANTIQUES,public,79.0,0640049F2020
28756,22558,2020,0640053K,LYCEE PROFESSIONNEL FRANCIS JAMMES,ORTHEZ,64430,BORDEAUX,PYRENEES-ATLANTIQUES,public,90.0,0640053K2020
28757,22559,2020,0640058R,LYCEE PROFESSIONNEL HONORE BARADAT,PAU,64445,BORDEAUX,PYRENEES-ATLANTIQUES,public,85.0,0640058R2020
28758,22560,2020,0640079N,LYCEE PROFESSIONNEL PIERRE ET MARIE CURIE,MOURENX,64410,BORDEAUX,PYRENEES-ATLANTIQUES,public,97.0,0640079N2020
28759,22561,2020,0640080P,LYCEE PROFESSIONNEL MOLIERE,ORTHEZ,64430,BORDEAUX,PYRENEES-ATLANTIQUES,public,95.0,0640080P2020
28760,22562,2020,0640179X,LYCEE PROFESSIONNEL LE GUICHOT,BAYONNE,64102,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,88.0,0640179X2020
28761,22563,2020,0640189H,LYCEE PROFESSIONNEL ST VINCENT DE PAUL,PAU,64445,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,100.0,0640189H2020
28762,22564,2020,0650041S,LYCEE PROFESSIONNEL JEAN DUPUY,TARBES,65440,TOULOUSE,HAUTES-PYRENEES,public,92.0,0650041S2020
28763,22565,2020,0650067V,LYCEE PROFESSIONNEL VINCENT DE PAUL,TARBES,65440,TOULOUSE,HAUTES-PYRENEES,privé sous contrat,88.0,0650067V2020
28764,22566,2020,0670006T,LYCEE PROFESSIONNEL PHILIPPE-CHARLES GOULDEN,BISCHWILLER,67046,STRASBOURG,BAS-RHIN,public,94.0,0670006T2020
28765,22567,2020,0670024M,LYCEE PROFESSIONNEL ANDRE SIEGFRIED,HAGUENAU,67180,STRASBOURG,BAS-RHIN,public,97.0,0670024M2020
28766,22568,2020,0670067J,LYCEE PROFESSIONNEL HAUTE-BRUCHE,SCHIRMECK,67448,STRASBOURG,BAS-RHIN,public,83.0,0670067J2020
28767,22569,2020,0670114K,LYCEE STANISLAS (PROFESSIONNEL),WISSEMBOURG,67544,STRASBOURG,BAS-RHIN,public,94.0,0670114K2020
28768,22570,2020,0672615D,LYCEE LOUIS MARCHAL (PROFESSIONNEL),MOLSHEIM,67300,STRASBOURG,BAS-RHIN,public,71.0,0672615D2020
28769,22571,2020,0672616E,LYCEE GUTENBERG (PROFESSIONNEL),ILLKIRCH GRAFFENSTADEN,67218,STRASBOURG,BAS-RHIN,public,96.0,0672616E2020
28770,22572,2020,0680001G,LYCEE JEAN JACQUES HENNER (PROFESSIONNEL),ALTKIRCH,68004,STRASBOURG,HAUT-RHIN,public,92.0,0680001G2020
28771,22573,2020,0680037W,LYCEE PROFESSIONNEL CHARLES STOESSEL,MULHOUSE,68224,STRASBOURG,HAUT-RHIN,public,81.0,0680037W2020
28772,22574,2020,0680066C,LYCEE JEAN MERMOZ (PROFESSIONNEL),ST LOUIS,68297,STRASBOURG,HAUT-RHIN,public,91.0,0680066C2020
28773,22575,2020,0681801N,LYCEE CHARLES DE GAULLE (PROFESSIONNEL),PULVERSHEIM,68258,STRASBOURG,HAUT-RHIN,public,90.0,0681801N2020
28774,22576,2020,0681888H,LYCEE AMELIE ZURCHER (PROFESSIONNEL),WITTELSHEIM,68375,STRASBOURG,HAUT-RHIN,public,100.0,0681888H2020
28775,22577,2020,0690040U,LYCEE HECTOR GUIMARD (PROFESSIONNEL),LYON 07,69387,LYON,RHONE,public,93.0,0690040U2020
28776,22578,2020,0690103M,LYCEE FREDERIC FAYS (PROFESSIONNEL),VILLEURBANNE,69266,LYON,RHONE,public,89.0,0690103M2020
28777,22579,2020,0690109U,LYCEE PROFESSIONNEL MARIE CURIE,VILLEURBANNE,69266,LYON,RHONE,public,91.0,0690109U2020
28778,22580,2020,0692800U,LYCEE CHARLIE CHAPLIN (PROFESSIONNEL),DECINES CHARPIEU,69275,LYON,RHONE,public,82.0,0692800U2020
28779,22581,2020,0693375U,LYCEE PROFESSIONNEL NOTRE DAME,VILLEFRANCHE SUR SAONE CED,69264,LYON,RHONE,privé sous contrat,100.0,0693375U2020
28780,22582,2020,0693504J,LYCEE FRANCOIS RABELAIS (PROFESSIONNEL),DARDILLY,69072,LYON,RHONE,public,97.0,0693504J2020
28781,22583,2020,0700009E,LYCEE AUGUSTIN COURNOT (PROFESSIONNEL),GRAY,70279,BESANCON,HAUTE-SAONE,public,84.0,0700009E2020
28782,22584,2020,0701001H,LYCEE PROFESSIONNEL SAINT PIERRE FOURIER,GRAY,70279,BESANCON,HAUTE-SAONE,privé sous contrat,100.0,0701001H2020
28783,22585,2020,0710042K,LYCEE PROFESSIONNEL HENRI VINCENOT,LOUHANS,71263,DIJON,SAONE-ET-LOIRE,public,91.0,0710042K2020
28784,22586,2020,0720003M,LYCEE PROFESSIONNEL CLAUDE CHAPPE,ARNAGE,72008,NANTES,SARTHE,public,87.0,0720003M2020
28785,22587,2020,0720021G,LYCEE D'ESTOURNELLES DE CONSTANT (PROFESSIONNEL),LA FLECHE,72154,NANTES,SARTHE,public,96.0,0720021G2020
28786,22588,2020,0720027N,LYCEE PERSEIGNE (PROFESSIONNEL),MAMERS,72180,NANTES,SARTHE,public,91.0,0720027N2020
28787,22589,2020,0730016W,LYCEE PROFESSIONNEL MONGE,CHAMBERY,73065,GRENOBLE,SAVOIE,public,81.0,0730016W2020
28788,22590,2020,0730776X,LYCEE PROFESSIONNEL SAINTE GENEVIEVE,CHAMBERY,73065,GRENOBLE,SAVOIE,privé sous contrat,87.0,0730776X2020
28789,22591,2020,0740027C,LYCEE PROFESSIONNEL MONT BLANC RENE DAYVE,PASSY,74208,GRENOBLE,HAUTE SAVOIE,public,97.0,0740027C2020
28790,22592,2020,0740144E,LYCEE PROFESSIONNEL SAINT VINCENT,COLLONGES SOUS SALEVE,74082,GRENOBLE,HAUTE SAVOIE,privé sous contrat,98.0,0740144E2020
28791,22593,2020,0740148J,LYCEE PROFESSIONNEL LA FONTAINE,FAVERGES SEYTHENEX,74123,GRENOBLE,HAUTE SAVOIE,privé sous contrat,100.0,0740148J2020
28792,22594,2020,0750419Y,LYCEE PROFESSIONNEL CAMILLE JENATZY,PARIS 18,75118,PARIS,PARIS,public,89.0,0750419Y2020
28793,22595,2020,0750436S,LYCEE PROFESSIONNEL CLAUDE ANTHIME CORBON,PARIS 15,75115,PARIS,PARIS,public,93.0,0750436S2020
28794,22596,2020,0750558Z,LYCEE PAUL POIRET (PROFESSIONNEL),PARIS 11,75111,PARIS,PARIS,public,94.0,0750558Z2020
28795,22597,2020,0750650Z,LYCEE D'ALEMBERT (PROFESSIONNEL),PARIS 19,75119,PARIS,PARIS,public,94.0,0750650Z2020
28796,22598,2020,0750691U,LYCEE RASPAIL (PROFESSIONNEL),PARIS 14,75114,PARIS,PARIS,public,79.0,0750691U2020
28797,22599,2020,0750808W,LYCEE PROFESSIONNEL ETIENNE DOLET,PARIS 20,75120,PARIS,PARIS,public,100.0,0750808W2020
28798,22600,2020,0754016H,LYCEE L'INITIATIVE (PROFESSIONNEL),PARIS 19,75119,PARIS,PARIS,privé sous contrat,97.0,0754016H2020
28799,22601,2020,0754030Y,LYCEE ALBERT DE MUN (PROFESSIONNEL),PARIS 07,75107,PARIS,PARIS,privé sous contrat,97.0,0754030Y2020
28800,22602,2020,0760095R,LYCEE BLAISE PASCAL (PROFESSIONNEL),ROUEN,76540,NORMANDIE,SEINE MARITIME,public,50.0,0760095R2020
28801,22603,2020,0760142S,LYCEE PROFESSIONNEL GUSTAVE FLAUBERT,ROUEN,76540,NORMANDIE,SEINE MARITIME,public,82.0,0760142S2020
28802,22604,2020,0760146W,LYCEE PROFESSIONNEL MARCEL SEMBAT,SOTTEVILLE LES ROUEN,76681,NORMANDIE,SEINE MARITIME,public,89.0,0760146W2020
28803,22605,2020,0761341V,LYCEE LES TOURELLES (PROFESSIONNEL),ROUEN,76540,NORMANDIE,SEINE MARITIME,privé sous contrat,75.0,0761341V2020
28804,22606,2020,0761735Y,LYCEE JEANNE D'ARC (PROFESSIONNEL),STE ADRESSE,76552,NORMANDIE,SEINE MARITIME,privé sous contrat,93.0,0761735Y2020
28805,22607,2020,0762600N,LYCEE EDOUARD DELAMARE DEBOUTTEVILLE (PROFESSIONNEL),FORGES LES EAUX,76276,NORMANDIE,SEINE MARITIME,public,98.0,0762600N2020
28806,22608,2020,0762880T,LYCEE RAYMOND QUENEAU (PROFESSIONNEL),YVETOT,76758,NORMANDIE,SEINE MARITIME,public,90.0,0762880T2020
28807,22609,2020,0770920G,LYCEE LA FAYETTE (PROFESSIONNEL),CHAMPAGNE SUR SEINE,77079,CRETEIL,SEINE-ET-MARNE,public,93.0,0770920G2020
28808,22610,2020,0770943G,LYCEE PROFESSIONNEL BENJAMIN FRANKLIN,LA ROCHETTE,77389,CRETEIL,SEINE-ET-MARNE,public,94.0,0770943G2020
28809,22611,2020,0771200L,LYCEE BLANCHE DE CASTILLE (PROFESSIONNEL),FONTAINEBLEAU,77186,CRETEIL,SEINE-ET-MARNE,privé sous contrat,90.0,0771200L2020
28810,22612,2020,0771658J,LYCEE DU GUE A TRESMES (PROFESSIONNEL),CONGIS SUR THEROUANNE,77126,CRETEIL,SEINE-ET-MARNE,public,88.0,0771658J2020
28811,22613,2020,0772332S,LYCEE SONIA DELAUNAY (PROFESSIONNEL),CESSON,77067,CRETEIL,SEINE-ET-MARNE,public,85.0,0772332S2020
28812,22614,2020,0772342C,LYCEE CLEMENT ADER (PROFESSIONNEL),TOURNAN EN BRIE,77470,CRETEIL,SEINE-ET-MARNE,public,88.0,0772342C2020
28813,22615,2020,0772688D,LYCEE PROFESSIONNEL EMILIE DU CHATELET,SERRIS,77449,CRETEIL,SEINE-ET-MARNE,public,95.0,0772688D2020
28814,22616,2020,0781883Y,LYCEE DUMONT D'URVILLE (PROFESSIONNEL),MAUREPAS,78383,VERSAILLES,YVELINES,public,92.0,0781883Y2020
28815,22617,2020,0781984H,LYCEE VAUCANSON (PROFESSIONNEL),LES MUREAUX,78440,VERSAILLES,YVELINES,public,95.0,0781984H2020
28816,22618,2020,0782100J,LYCEE PROFESSIONNEL LES CHATAIGNIERS,VERSAILLES,78646,VERSAILLES,YVELINES,privé sous contrat,100.0,0782100J2020
28817,22619,2020,0782549X,LYCEE LOUIS BASCAN (PROFESSIONNEL),RAMBOUILLET,78517,VERSAILLES,YVELINES,public,82.0,0782549X2020
28818,22620,2020,0782556E,LYCEE LEONARD DE VINCI (PROFESSIONNEL),ST GERMAIN EN LAYE,78551,VERSAILLES,YVELINES,public,93.0,0782556E2020
28819,22621,2020,0782602E,LYCEE PROFESSIONNEL JEAN MOULIN,LE CHESNAY ROCQUENCOURT,78158,VERSAILLES,YVELINES,public,96.0,0782602E2020
28820,22622,2020,0790964U,LYCEE PROFESSIONNEL THOMAS JEAN MAIN,NIORT,79191,POITIERS,DEUX-SEVRES,public,92.0,0790964U2020
28821,22623,2020,0800062H,LYCEE PROFESSIONNEL EDOUARD GAND,AMIENS,80021,AMIENS,SOMME,public,92.0,0800062H2020
28822,22624,2020,0801252B,LYCEE PROFESSIONNEL J C ATHANASE PELTIER,HAM,80410,AMIENS,SOMME,public,90.0,0801252B2020
28823,22625,2020,0801514L,LYCEE PROFESSIONNEL PIERRE MENDES FRANCE,PERONNE,80620,AMIENS,SOMME,public,81.0,0801514L2020
28824,22626,2020,0801628K,LYCEE PROFESSIONNEL ROMAIN ROLLAND,AMIENS,80021,AMIENS,SOMME,public,84.0,0801628K2020
28825,22627,2020,0801739F,LYCEE PROFESSIONNEL DU MARQUENTERRE,RUE,80688,AMIENS,SOMME,public,95.0,0801739F2020
28826,22628,2020,0810003N,LYCEE PROFESSIONNEL TOULOUSE-LAUTREC,ALBI,81004,TOULOUSE,TARN,public,86.0,0810003N2020
28827,22629,2020,0810018E,LYCEE PROFESSIONNEL ANNE VEAUTE,CASTRES,81065,TOULOUSE,TARN,public,98.0,0810018E2020
28828,22630,2020,0810105Z,LYCEE PROFESSIONNEL DE LA SALLE CASTRES,CASTRES,81065,TOULOUSE,TARN,privé sous contrat,90.0,0810105Z2020
28829,22631,2020,0810959C,LYCEE BORDE BASSE (PROFESSIONNEL),CASTRES,81065,TOULOUSE,TARN,public,89.0,0810959C2020
28830,22632,2020,0811324Z,LYCEE PROFESSIONNEL MARIE-ANTOINETTE RIESS,MAZAMET,81163,TOULOUSE,TARN,public,85.0,0811324Z2020
28831,22633,2020,0820004J,LYCEE JEAN DE PRADES (PROFESSIONNEL),CASTELSARRASIN,82033,TOULOUSE,TARN-ET-GARONNE,public,90.0,0820004J2020
28832,22634,2020,0820032P,LYCEE PROFESSIONNEL BOURDELLE,MONTAUBAN,82121,TOULOUSE,TARN-ET-GARONNE,public,83.0,0820032P2020
28833,22635,2020,0830059N,LYCEE PROFESSIONNEL PARC SAINT JEAN,TOULON,83137,NICE,VAR,public,89.0,0830059N2020
28834,22636,2020,0830114Y,LYCEE PROFESSIONNEL SAINTE MARTHE,CUERS,83049,NICE,VAR,privé sous contrat,100.0,0830114Y2020
28835,22637,2020,0831453D,LYCEE REGIONAL ANNE-SOPHIE PIC (PROFESSIONNEL),TOULON,83137,NICE,VAR,public,100.0,0831453D2020
28836,22638,2020,0840021S,LYCEE ALPHONSE BENOIT (PROFESSIONNEL),L ISLE SUR LA SORGUE,84054,AIX-MARSEILLE,VAUCLUSE,public,94.0,0840021S2020
28837,22639,2020,0840042P,LYCEE PROFESSIONNEL ROBERT SCHUMAN,AVIGNON,84007,AIX-MARSEILLE,VAUCLUSE,public,83.0,0840042P2020
28838,22640,2020,0840113S,LYCEE PROFESSIONNEL ALEXANDRE DUMAS,CAVAILLON,84035,AIX-MARSEILLE,VAUCLUSE,public,86.0,0840113S2020
28839,22641,2020,0840700E,LYCEE PROFESSIONNEL FERDINAND REVOUL,VALREAS,84138,AIX-MARSEILLE,VAUCLUSE,public,89.0,0840700E2020
28840,22642,2020,0840935K,LYCEE RENÉ CHAR (PROFESSIONNEL),AVIGNON,84007,AIX-MARSEILLE,VAUCLUSE,public,93.0,0840935K2020
28841,22643,2020,0840940R,LYCEE PROFESSIONNEL ST JEAN BAPTISTE DE LA SALLE,AVIGNON,84007,AIX-MARSEILLE,VAUCLUSE,privé sous contrat,100.0,0840940R2020
28842,22644,2020,0850033Z,LYCEE PROFESSIONNEL ERIC TABARLY,LES SABLES D OLONNE,85194,NANTES,VENDEE,public,89.0,0850033Z2020
28843,22645,2020,0850133H,LYCEE STE MARIE DU PORT (PROFESSIONNEL),LES SABLES D OLONNE,85194,NANTES,VENDEE,privé sous contrat,99.0,0850133H2020
28844,22646,2020,0850146X,LYCEE PROFESSIONNEL RENE COUZINET,CHALLANS,85047,NANTES,VENDEE,public,98.0,0850146X2020
28845,22647,2020,0851504Y,LYCEE PROFESSIONNEL ST GABRIEL,ST LAURENT SUR SEVRE,85238,NANTES,VENDEE,privé sous contrat,97.0,0851504Y2020
28846,22648,2020,0851643Z,LYCEE PROFESSIONNEL SAINT FRANCOIS D'ASSISE,LA ROCHE SUR YON,85191,NANTES,VENDEE,privé sous contrat,95.0,0851643Z2020
28847,22649,2020,0860774Z,LYCEE ST JACQUES DE COMPOSTELLE (PROFESSIONNEL),POITIERS,86194,POITIERS,VIENNE,privé sous contrat,94.0,0860774Z2020
28848,22650,2020,0861408N,LYCEE PROFESSIONNEL KYOTO,POITIERS,86194,POITIERS,VIENNE,public,96.0,0861408N2020
28849,22651,2020,0870041X,LYCEE PROFESSIONNEL EDOUARD VAILLANT,ST JUNIEN,87154,LIMOGES,HAUTE-VIENNE,public,89.0,0870041X2020
28850,22652,2020,0870056N,LYCEE TURGOT (PROFESSIONNEL),LIMOGES,87085,LIMOGES,HAUTE-VIENNE,public,90.0,0870056N2020
28851,22653,2020,0870097H,LYCEE POLARIS FORMATION (PROFESSIONNEL),LIMOGES,87085,LIMOGES,HAUTE-VIENNE,privé sous contrat,91.0,0870097H2020
28852,22654,2020,0870919B,LYCEE PROFESSIONNEL ST JEAN,LIMOGES,87085,LIMOGES,HAUTE-VIENNE,privé sous contrat,100.0,0870919B2020
