,index,annee,code_etablissement,etablissement,ville,commune,academie,departement,secteur_public_1_prive_2,taux_brut_de_reussite_total_secteurs,UniqueIndex
182,182,2021,0490952U,LYCEE CHAMP BLANC,SEVREMOINE,49301,NANTES,MAINE-ET-LOIRE,privé sous contrat,100.0,0490952U2021
183,183,2021,0492015Z,LYCEE SACRE COEUR LA SALLE,ANGERS,49007,NANTES,MAINE-ET-LOIRE,privé sous contrat,100.0,0492015Z2021
184,184,2021,0492061Z,LYCEE AUGUSTE ET JEAN RENOIR,ANGERS,49007,NANTES,MAINE-ET-LOIRE,public,97.0,0492061Z2021
185,185,2021,0492430A,LYCEE JULIEN GRACQ (GENERAL ET TECHNO.),BEAUPREAU,49023,NANTES,MAINE-ET-LOIRE,public,97.0,0492430A2021
186,186,2021,0500065Z,LYCEE LE VERRIER,ST LO,50502,NORMANDIE,MANCHE,public,99.0,0500065Z2021
187,187,2021,0500082T,LYCEE HENRI CORNAT,VALOGNES,50615,NORMANDIE,MANCHE,public,98.0,0500082T2021
188,188,2021,0500112A,LYCEE NOTRE DAME DE LA PROVIDENCE,AVRANCHES,50025,NORMANDIE,MANCHE,privé sous contrat,100.0,0500112A2021
189,189,2021,0500119H,LYCEE SEVIGNE,GRANVILLE,50218,NORMANDIE,MANCHE,privé sous contrat,99.0,0500119H2021
190,190,2021,0510007F,LYCEE ETIENNE OEHMICHEN (GENERAL ET TECHNO.),CHALONS EN CHAMPAGNE,51108,REIMS,MARNE,public,91.0,0510007F2021
191,191,2021,0511926S,LYCEE MARC CHAGALL,REIMS,51454,REIMS,MARNE,public,98.0,0511926S2021
192,192,2021,0511951U,LYCEE JEAN TALON (GENERAL ET TECHNO.),CHALONS EN CHAMPAGNE,51108,REIMS,MARNE,public,84.0,0511951U2021
193,193,2021,0520019N,LYCEE PHILIPPE LEBON,JOINVILLE,52250,REIMS,HAUTE-MARNE,public,93.0,0520019N2021
194,194,2021,0520027X,LYCEE ST EXUPERY,ST DIZIER,52448,REIMS,HAUTE-MARNE,public,89.0,0520027X2021
195,195,2021,0530010Y,LYCEE AMBROISE PARE,LAVAL,53130,NANTES,MAYENNE,public,97.0,0530010Y2021
196,196,2021,0530068L,LYCEE HAUTE FOLLIS (GENERAL ET TECHNO.),LAVAL,53130,NANTES,MAYENNE,privé sous contrat,100.0,0530068L2021
197,197,2021,0540030P,LYCEE ALFRED MEZIERES (GENERAL ET TECHNO.),LONGWY,54323,NANCY-METZ,MEURTHE-ET-MOSELLE,public,97.0,0540030P2021
198,198,2021,0540044E,LYCEE ARTHUR VAROQUAUX,TOMBLAINE,54526,NANCY-METZ,MEURTHE-ET-MOSELLE,public,94.0,0540044E2021
199,199,2021,0540058V,LYCEE JACQUES MARQUETTE,PONT A MOUSSON,54431,NANCY-METZ,MEURTHE-ET-MOSELLE,public,97.0,0540058V2021
200,200,2021,0541286E,LYCEE LOUIS BERTRAND,BRIEY,54099,NANCY-METZ,MEURTHE-ET-MOSELLE,public,96.0,0541286E2021
201,201,2021,0541309E,LYCEE DES RECOLLETS,LONGWY,54323,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,99.0,0541309E2021
202,202,2021,0541318P,LYCEE NOTRE DAME SAINT SIGISBERT,NANCY,54395,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,99.0,0541318P2021
203,203,2021,0541320S,LYCEE JEAN-BAPTISTE VATELOT,TOUL,54528,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,100.0,0541320S2021
204,204,2021,0542161F,LYCEE PIERRE DE COUBERTIN,NANCY,54395,NANCY-METZ,MEURTHE-ET-MOSELLE,privé sous contrat,94.0,0542161F2021
205,205,2021,0550002D,LYCEE RAYMOND POINCARE,BAR LE DUC,55029,NANCY-METZ,MEUSE,public,95.0,0550002D2021
206,206,2021,0550025D,LYCEE JEAN-AUGUSTE MARGUERITTE (GENERAL ET TECHNO.),VERDUN,55545,NANCY-METZ,MEUSE,public,98.0,0550025D2021
207,207,2021,0550047C,LYCEE SAINT LOUIS,BAR LE DUC,55029,NANCY-METZ,MEUSE,privé sous contrat,100.0,0550047C2021
208,208,2021,0550049E,LYCEE SAINTE ANNE,VERDUN,55545,NANCY-METZ,MEUSE,privé sous contrat,98.0,0550049E2021
209,209,2021,0550072E,LYCEE ALFRED KASTLER (GENERAL ET TECHNO.),STENAY,55502,NANCY-METZ,MEUSE,public,97.0,0550072E2021
210,210,2021,0560105K,LYCEE LA MENNAIS,PLOERMEL,56165,RENNES,MORBIHAN,privé sous contrat,100.0,0560105K2021
211,211,2021,0560198L,LYCEE ST JOSEPH - LA SALLE,VANNES,56260,RENNES,MORBIHAN,privé sous contrat,99.0,0560198L2021
212,212,2021,0561607T,LYCEE VICTOR HUGO,HENNEBONT,56083,RENNES,MORBIHAN,public,98.0,0561607T2021
213,213,2021,0561641E,LYCEE MARCELLIN BERTHELOT (GENERAL ET TECHNO.),QUESTEMBERT,56184,RENNES,MORBIHAN,public,97.0,0561641E2021
214,214,2021,0570021N,LYCEE CHARLES HERMITE (GENERAL ET TECHNO.),DIEUZE,57177,NANCY-METZ,MOSELLE,public,99.0,0570021N2021
215,215,2021,0570030Y,LYCEE BLAISE PASCAL (GENERAL ET TECHNO.),FORBACH,57227,NANCY-METZ,MOSELLE,public,74.0,0570030Y2021
216,216,2021,0570057C,LYCEE ROBERT SCHUMAN,METZ,57463,NANCY-METZ,MOSELLE,public,97.0,0570057C2021
217,217,2021,0570085H,LYCEE JEAN-VICTOR PONCELET (GENERAL ET TECHNO.),ST AVOLD,57606,NANCY-METZ,MOSELLE,public,97.0,0570085H2021
218,218,2021,0570107G,LYCEE HELENE BOUCHER,THIONVILLE,57672,NANCY-METZ,MOSELLE,public,98.0,0570107G2021
219,219,2021,0570108H,LYCEE LA BRIQUERIE (GENERAL ET TECHNO.),THIONVILLE,57672,NANCY-METZ,MOSELLE,public,95.0,0570108H2021
220,220,2021,0570216A,LYCEE SAINT PIERRE CHANEL,THIONVILLE,57672,NANCY-METZ,MOSELLE,privé sous contrat,100.0,0570216A2021
221,221,2021,0570311D,LYCEE DE LA SALLE,METZ,57463,NANCY-METZ,MOSELLE,privé sous contrat,100.0,0570311D2021
222,222,2021,0572340J,LYCEE ANTOINE GAPP,FORBACH,57227,NANCY-METZ,MOSELLE,privé sous contrat,98.0,0572340J2021
223,223,2021,0572341K,LYCEE JEAN XXIII,MONTIGNY LES METZ,57480,NANCY-METZ,MOSELLE,privé sous contrat,99.0,0572341K2021
224,224,2021,0573231C,LYCEE CONDORCET (GENERAL ET TECHNO.),SCHOENECK,57638,NANCY-METZ,MOSELLE,public,94.0,0573231C2021
225,225,2021,0580761M,LYCEE MAURICE GENEVOIX (GENERAL ET TECHNO.),DECIZE,58095,DIJON,NIEVRE,public,96.0,0580761M2021
226,226,2021,0590060V,LYCEE ALFRED KASTLER,DENAIN,59172,LILLE,NORD,public,89.0,0590060V2021
227,227,2021,0590063Y,LYCEE ALBERT CHATELET,DOUAI,59178,LILLE,NORD,public,99.0,0590063Y2021
228,228,2021,0590072H,LYCEE DE L'EUROPE,DUNKERQUE,59183,LILLE,NORD,public,96.0,0590072H2021
229,229,2021,0590093F,LYCEE BEAUPRE (GENERAL ET TECHNO.),HAUBOURDIN,59286,LILLE,NORD,public,96.0,0590093F2021
230,230,2021,0590125R,LYCEE HOTELIER INTERNATIONAL DE LILL,LILLE,59350,LILLE,NORD,public,100.0,0590125R2021
231,231,2021,0590212K,LYCEE GAMBETTA,TOURCOING,59599,LILLE,NORD,public,94.0,0590212K2021
232,232,2021,0592967E,LYCEE LA SAGESSE (GENERAL ET TECHNO.),VALENCIENNES,59606,LILLE,NORD,privé sous contrat,96.0,0592967E2021
233,233,2021,0593034C,LYCEE THEOPHILE LEGRAND (GENERAL ET TECHNO.),MAUBEUGE,59365,LILLE,NORD,privé sous contrat,94.0,0593034C2021
234,234,2021,0593102B,LYCEE NOTRE-DAME DES DUNES,DUNKERQUE,59183,LILLE,NORD,privé sous contrat,100.0,0593102B2021
235,235,2021,0593104D,LYCEE SAINT PIERRE (GENERAL ET TECHNO.),FOURMIES,59249,LILLE,NORD,privé sous contrat,100.0,0593104D2021
236,236,2021,0593117T,LYCEE LA SALLE (GENERAL ET TECHNO.),LILLE,59350,LILLE,NORD,privé sous contrat,98.0,0593117T2021
237,237,2021,0593136N,LYCEE SAINT JACQUES,HAZEBROUCK,59295,LILLE,NORD,privé sous contrat,100.0,0593136N2021
238,238,2021,0593141U,LYCEE NOTRE-DAME,VALENCIENNES,59606,LILLE,NORD,privé sous contrat,100.0,0593141U2021
239,239,2021,0595867G,LYCEE INTERNATIONAL MONTEBELLO,LILLE,59350,LILLE,NORD,public,97.0,0595867G2021
240,240,2021,0596854E,LYCEE DU PAYS DE CONDE (GENERAL ET TECHNO.),CONDE SUR L ESCAUT,59153,LILLE,NORD,public,94.0,0596854E2021
241,241,2021,0597005U,LYCEE DU VAL DE LYS (GENERAL ET TECHNO.),ESTAIRES,59212,LILLE,NORD,public,94.0,0597005U2021
242,242,2021,0600001A,LYCEE FELIX FAURE,BEAUVAIS,60057,AMIENS,OISE,public,99.0,0600001A2021
243,243,2021,0600015R,LYCEE MIREILLE GRENET,COMPIEGNE,60159,AMIENS,OISE,public,97.0,0600015R2021
244,244,2021,0600040T,LYCEE JEAN CALVIN,NOYON,60471,AMIENS,OISE,public,94.0,0600040T2021
245,245,2021,0601699W,LYCEE SAINT ESPRIT,BEAUVAIS,60057,AMIENS,OISE,privé sous contrat,100.0,0601699W2021
246,246,2021,0601700X,LYCEE SEVIGNE,COMPIEGNE,60159,AMIENS,OISE,privé sous contrat,100.0,0601700X2021
247,247,2021,0610001V,LYCEE ALAIN,ALENCON,61001,NORMANDIE,ORNE,public,97.0,0610001V2021
248,248,2021,0610700E,LYCEE BIGNON,MORTAGNE AU PERCHE,61293,NORMANDIE,ORNE,privé sous contrat,100.0,0610700E2021
249,249,2021,0620063G,LYCEE SOPHIE BERTHELOT,CALAIS,62193,LILLE,PAS-DE-CALAIS,public,94.0,0620063G2021
250,250,2021,0620108F,LYCEE CONDORCET,LENS,62498,LILLE,PAS-DE-CALAIS,public,94.0,0620108F2021
251,251,2021,0622110G,LYCEE SAINT PIERRE,CALAIS,62193,LILLE,PAS-DE-CALAIS,privé sous contrat,100.0,0622110G2021
252,252,2021,0622114L,LYCEE SAINT PAUL (GENERAL ET TECHNO.),LENS,62498,LILLE,PAS-DE-CALAIS,privé sous contrat,100.0,0622114L2021
253,253,2021,0622196A,LYCEE BAUDIMONT,ARRAS,62041,LILLE,PAS-DE-CALAIS,privé sous contrat,100.0,0622196A2021
254,254,2021,0622949U,LYCEE MARIETTE,BOULOGNE SUR MER,62160,LILLE,PAS-DE-CALAIS,public,96.0,0622949U2021
255,255,2021,0630052P,LYCEE C. ET P. VIRLOGEUX,RIOM,63300,CLERMONT-FERRAND,PUY-DE-DOME,public,97.0,0630052P2021
256,256,2021,0631669X,LYCEE DES METIERS (GENERAL ET TECHNO.),CHAMALIERES,63075,CLERMONT-FERRAND,PUY-DE-DOME,public,98.0,0631669X2021
257,257,2021,0631861F,LYCEE RENE DESCARTES,COURNON D AUVERGNE,63124,CLERMONT-FERRAND,PUY-DE-DOME,public,97.0,0631861F2021
258,258,2021,0640055M,LYCEE LOUIS BARTHOU,PAU,64445,BORDEAUX,PYRENEES-ATLANTIQUES,public,98.0,0640055M2021
259,259,2021,0640134Y,LYCEE ST THOMAS D AQUIN,ST JEAN DE LUZ,64483,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,100.0,0640134Y2021
260,260,2021,0641441U,LYCEE STELLA MARIS,ANGLET,64024,BORDEAUX,PYRENEES-ATLANTIQUES,privé sous contrat,98.0,0641441U2021
261,261,2021,0650001Y,LYCEE RENE BILLERES,ARGELES GAZOST,65025,TOULOUSE,HAUTES-PYRENEES,public,98.0,0650001Y2021
262,262,2021,0650005C,LYCEE VICTOR DURUY (GENERAL ET TECHNO.),BAGNERES DE BIGORRE,65059,TOULOUSE,HAUTES-PYRENEES,public,97.0,0650005C2021
263,263,2021,0650038N,LYCEE PIERRE MENDES FRANCE,VIC EN BIGORRE,65460,TOULOUSE,HAUTES-PYRENEES,public,99.0,0650038N2021
264,264,2021,0650040R,LYCEE LA SERRE DE SARSAN,LOURDES,65286,TOULOUSE,HAUTES-PYRENEES,public,97.0,0650040R2021
265,265,2021,0650058K,LYCEE PEYRAMALE SAINT-JOSEPH,LOURDES,65286,TOULOUSE,HAUTES-PYRENEES,privé sous contrat,99.0,0650058K2021
266,266,2021,0660004W,LYCEE DEODAT DE SEVERAC (GENERAL ET TECHNO.),CERET,66049,MONTPELLIER,PYRENEES-ORIENTALES,public,96.0,0660004W2021
267,267,2021,0660809W,LYCEE ARISTIDE MAILLOL (GENERAL ET TECHNO.),PERPIGNAN,66136,MONTPELLIER,PYRENEES-ORIENTALES,public,94.0,0660809W2021
268,268,2021,0660931D,LYCEE SAINT PIERRE DE LA MER,ST CYPRIEN,66171,MONTPELLIER,PYRENEES-ORIENTALES,privé sous contrat,100.0,0660931D2021
269,269,2021,0670002N,LYCEE SCHURE,BARR,67021,STRASBOURG,BAS-RHIN,public,98.0,0670002N2021
270,270,2021,0670082A,LYCEE LOUIS PASTEUR,STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,95.0,0670082A2021
271,271,2021,0670083B,LYCEE MARIE CURIE,STRASBOURG,67482,STRASBOURG,BAS-RHIN,public,94.0,0670083B2021
272,272,2021,0670087F,LYCEE ALEXANDRE DUMAS (HOTELIER) (GENERAL ET TECHNO.),ILLKIRCH GRAFFENSTADEN,67218,STRASBOURG,BAS-RHIN,public,97.0,0670087F2021
273,273,2021,0670114K,LYCEE STANISLAS (GENERAL ET TECHNO.),WISSEMBOURG,67544,STRASBOURG,BAS-RHIN,public,99.0,0670114K2021
274,274,2021,0671552Y,LYCEE LE GYMNASE JEAN STURM,STRASBOURG,67482,STRASBOURG,BAS-RHIN,privé sous contrat,100.0,0671552Y2021
275,275,2021,0671611M,INSTIT.LA DOCTRINE CHRETIENNE,STRASBOURG,67482,STRASBOURG,BAS-RHIN,privé sous contrat,99.0,0671611M2021
276,276,2021,0671615S,ECOLE AQUIBA,STRASBOURG,67482,STRASBOURG,BAS-RHIN,privé sous contrat,100.0,0671615S2021
277,277,2021,0672198A,LYCEE LE CORBUSIER (GENERAL ET TECHNO.),ILLKIRCH GRAFFENSTADEN,67218,STRASBOURG,BAS-RHIN,public,99.0,0672198A2021
278,278,2021,0672534R,LYCEE HAUT-BARR (GENERAL ET TECHNO.),SAVERNE,67437,STRASBOURG,BAS-RHIN,public,98.0,0672534R2021
279,279,2021,0680001G,LYCEE JEAN JACQUES HENNER (GENERAL ET TECHNO.),ALTKIRCH,68004,STRASBOURG,HAUT-RHIN,public,100.0,0680001G2021
280,280,2021,0680031P,LYCEE ALBERT SCHWEITZER,MULHOUSE,68224,STRASBOURG,HAUT-RHIN,public,93.0,0680031P2021
281,281,2021,0680149T,LYCEE SAINT ANDRE,COLMAR,68066,STRASBOURG,HAUT-RHIN,privé sous contrat,100.0,0680149T2021
282,282,2021,0690027E,LYCEE EDOUARD HERRIOT,LYON 06,69386,LYON,RHONE,public,99.0,0690027E2021
283,283,2021,0690032K,LYCEE JULIETTE RÉCAMIER,LYON 02,69382,LYON,RHONE,public,92.0,0690032K2021
284,284,2021,0690037R,LYCEE LA MARTINIERE DIDEROT,LYON 01,69381,LYON,RHONE,public,97.0,0690037R2021
285,285,2021,0690103M,LYCEE FREDERIC FAYS (GENERAL ET TECHNO.),VILLEURBANNE,69266,LYON,RHONE,public,91.0,0690103M2021
286,286,2021,0690132U,LYCEE PIERRE BROSSOLETTE,VILLEURBANNE,69266,LYON,RHONE,public,92.0,0690132U2021
287,287,2021,0690519P,LYCEE NOTRE DAME DES MINIMES,LYON 05,69385,LYON,RHONE,privé sous contrat,100.0,0690519P2021
288,288,2021,0690520R,LYCEE LA FAVORITE SAINTE THERESE,LYON 05,69385,LYON,RHONE,privé sous contrat,100.0,0690520R2021
289,289,2021,0690522T,LYCEE AUX LAZARISTES,LYON 05,69385,LYON,RHONE,privé sous contrat,99.0,0690522T2021
290,290,2021,0690552A,LYCEE NOTRE DAME DE MONGRE,VILLEFRANCHE SUR SAONE CED,69264,LYON,RHONE,privé sous contrat,99.0,0690552A2021
291,291,2021,0690642Y,LYCEE O R T,LYON 08,69388,LYON,RHONE,privé sous contrat,100.0,0690642Y2021
292,292,2021,0693504J,LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.),DARDILLY,69072,LYON,RHONE,public,100.0,0693504J2021
293,293,2021,0693734J,LYCEE AIGUERANDE (GENERAL ET TECHNO.),BELLEVILLE EN BEAUJOLAIS,69019,LYON,RHONE,public,97.0,0693734J2021
294,294,2021,0694069Y,LYCEE GERMAINE TILLION,SAIN BEL,69171,LYON,RHONE,public,100.0,0694069Y2021
295,295,2021,0700009E,LYCEE AUGUSTIN COURNOT (GENERAL ET TECHNO.),GRAY,70279,BESANCON,HAUTE-SAONE,public,97.0,0700009E2021
296,296,2021,0701078S,LYCEE LUMIERE (GENERAL ET TECHNO.),LUXEUIL LES BAINS,70311,BESANCON,HAUTE-SAONE,public,96.0,0701078S2021
297,297,2021,0710018J,LYCEE JULIEN WITTMER (GENERAL ET TECHNO.),CHAROLLES,71106,DIJON,SAONE-ET-LOIRE,public,99.0,0710018J2021
298,298,2021,0710023P,LYCEE LA PRAT'S,CLUNY,71137,DIJON,SAONE-ET-LOIRE,public,99.0,0710023P2021
299,299,2021,0710048S,LYCEE RENE CASSIN (GENERAL ET TECHNO.),MACON,71270,DIJON,SAONE-ET-LOIRE,public,98.0,0710048S2021
300,300,2021,0720012X,LYCEE RACAN,MONTVAL SUR LOIR,72071,NANTES,SARTHE,public,94.0,0720012X2021
301,301,2021,0720017C,LYCEE ROBERT GARNIER (GENERAL ET TECHNO.),LA FERTE BERNARD,72132,NANTES,SARTHE,public,95.0,0720017C2021
302,302,2021,0720048L,LYCEE RAPHAEL ELIZE (GENERAL ET TECHNO.),SABLE SUR SARTHE,72264,NANTES,SARTHE,public,98.0,0720048L2021
303,303,2021,0720055U,LYCEE PAUL SCARRON,SILLE LE GUILLAUME,72334,NANTES,SARTHE,public,98.0,0720055U2021
304,304,2021,0721549T,LYCEE ST PAUL-NOTRE DAME,LA FERTE BERNARD,72132,NANTES,SARTHE,privé sous contrat,98.0,0721549T2021
305,305,2021,0730016W,LYCEE MONGE (GENERAL ET TECHNO.),CHAMBERY,73065,GRENOBLE,SAVOIE,public,97.0,0730016W2021
306,306,2021,0740037N,LYCEE MME DE STAEL,ST JULIEN EN GENEVOIS CEDE,74243,GRENOBLE,HAUTE SAVOIE,public,97.0,0740037N2021
307,307,2021,0740099F,LYCEE SAINT JOSEPH,THONES,74280,GRENOBLE,HAUTE SAVOIE,privé sous contrat,99.0,0740099F2021
308,308,2021,0740100G,LYCEE SAINT JOSEPH LA SALLE,THONON LES BAINS,74281,GRENOBLE,HAUTE SAVOIE,privé sous contrat,98.0,0740100G2021
309,309,2021,0740104L,LYCEE SAINT FRANCOIS,VILLE LA GRAND,74305,GRENOBLE,HAUTE SAVOIE,privé sous contrat,100.0,0740104L2021
310,310,2021,0740143D,LYCEE ST JEAN BOSCO LES CORDELIERS (GENERAL ET TECHNO.),CLUSES,74081,GRENOBLE,HAUTE SAVOIE,privé sous contrat,100.0,0740143D2021
311,311,2021,0741307U,LYCEE JEANNE D ARC,THONON LES BAINS,74281,GRENOBLE,HAUTE SAVOIE,privé sous contrat,98.0,0741307U2021
312,312,2021,0741418P,LYCEE CHARLES BAUDELAIRE,ANNECY,74010,GRENOBLE,HAUTE SAVOIE,public,99.0,0741418P2021
313,313,2021,0741476C,LYCEE JEAN MONNET (GENERAL ET TECHNO.),ANNEMASSE,74012,GRENOBLE,HAUTE SAVOIE,public,93.0,0741476C2021
314,314,2021,0750330B,EC TECHNIQUE SUP LABORATOIRE,PARIS 13,75113,PARIS,PARIS,privé sous contrat,98.0,0750330B2021
315,315,2021,0750648X,LYCEE VICTOR HUGO,PARIS 03,75103,PARIS,PARIS,public,100.0,0750648X2021
316,316,2021,0750655E,LYCEE LOUIS LE GRAND,PARIS 05,75105,PARIS,PARIS,public,100.0,0750655E2021
317,317,2021,0750657G,LYCEE MONTAIGNE,PARIS 06,75106,PARIS,PARIS,public,98.0,0750657G2021
318,318,2021,0750663N,LYCEE CHAPTAL,PARIS 08,75108,PARIS,PARIS,public,99.0,0750663N2021
319,319,2021,0750668U,LYCEE JACQUES DECOUR,PARIS 09,75109,PARIS,PARIS,public,96.0,0750668U2021
320,320,2021,0750681H,LYCEE BOULLE ESAA (GENERAL ET TECHNO.),PARIS 12,75112,PARIS,PARIS,public,100.0,0750681H2021
321,321,2021,0750689S,LYCEE PAUL BERT,PARIS 14,75114,PARIS,PARIS,public,99.0,0750689S2021
322,322,2021,0750693W,LYCEE BUFFON,PARIS 15,75115,PARIS,PARIS,public,100.0,0750693W2021
323,323,2021,0750702F,LYCEE JEAN DE LA FONTAINE,PARIS 16,75116,PARIS,PARIS,public,100.0,0750702F2021
324,324,2021,0750705J,LYCEE HONORE DE BALZAC,PARIS 17,75117,PARIS,PARIS,public,99.0,0750705J2021
325,325,2021,0750710P,LYCEE AUGUSTE RENOIR,PARIS 18,75118,PARIS,PARIS,public,100.0,0750710P2021
326,326,2021,0753231E,LYCEE SINAI,PARIS 18,75118,PARIS,PARIS,privé sous contrat,100.0,0753231E2021
327,327,2021,0753647G,ECOLE ALSACIENNE,PARIS 06,75106,PARIS,PARIS,privé sous contrat,100.0,0753647G2021
328,328,2021,0753851D,LYCEE LA ROCHEFOUCAULD,PARIS 07,75107,PARIS,PARIS,privé sous contrat,100.0,0753851D2021
329,329,2021,0753890W,LYCEE CHARLES PEGUY,PARIS 11,75111,PARIS,PARIS,privé sous contrat,100.0,0753890W2021
330,330,2021,0753915Y,LYCEE BLOMET,PARIS 15,75115,PARIS,PARIS,privé sous contrat,100.0,0753915Y2021
331,331,2021,0753916Z,LYCEE SAINTE-ELISABETH,PARIS 15,75115,PARIS,PARIS,privé sous contrat,98.0,0753916Z2021
332,332,2021,0753933T,LYCEE SAINT-LOUIS DE GONZAGUE,PARIS 16,75116,PARIS,PARIS,privé sous contrat,100.0,0753933T2021
333,333,2021,0754479L,LYCEE OZAR HATORAH,PARIS 11,75111,PARIS,PARIS,privé sous contrat,97.0,0754479L2021
334,334,2021,0755025E,LYCEE HEIKHAL MENAHEM SINAI,PARIS 20,75120,PARIS,PARIS,privé sous contrat,100.0,0755025E2021
335,335,2021,0760056Y,LYCEE JULES SIEGFRIED,LE HAVRE,76351,NORMANDIE,SEINE MARITIME,public,93.0,0760056Y2021
336,336,2021,0760090K,LYCEE PIERRE CORNEILLE,ROUEN,76540,NORMANDIE,SEINE MARITIME,public,100.0,0760090K2021
337,337,2021,0761343X,LYCEE LA CHATAIGNERAIE (GENERAL ET TECHNO.),LE MESNIL ESNARD,76429,NORMANDIE,SEINE MARITIME,privé sous contrat,100.0,0761343X2021
338,338,2021,0761356L,LYCEE PROVIDENCE SAINTE THERESE (GENERAL ET TECHNO.),ROUEN,76540,NORMANDIE,SEINE MARITIME,privé sous contrat,98.0,0761356L2021
339,339,2021,0761707T,LYCEE LA PROVIDENCE,DIEPPE,76217,NORMANDIE,SEINE MARITIME,privé sous contrat,100.0,0761707T2021
340,340,2021,0761715B,LYCEE JEAN-BAPTISTE DE LA SALLE,ROUEN,76540,NORMANDIE,SEINE MARITIME,privé sous contrat,100.0,0761715B2021
341,341,2021,0762911B,LYCEE GALILEE (GENERAL ET TECHNO.),FRANQUEVILLE ST PIERRE,76475,NORMANDIE,SEINE MARITIME,public,98.0,0762911B2021
342,342,2021,0762920L,LYCEE PIERRE DE COUBERTIN (GENERAL ET TECHNO.),BOLBEC,76114,NORMANDIE,SEINE MARITIME,public,95.0,0762920L2021
343,343,2021,0762953X,LYCEE DE LA COTE D'ALBATRE,ST VALERY EN CAUX,76655,NORMANDIE,SEINE MARITIME,public,99.0,0762953X2021
344,344,2021,0762976X,LYCEE FRANCOISE DE GRACE (GENERAL ET TECHNO.),LE HAVRE,76351,NORMANDIE,SEINE MARITIME,public,96.0,0762976X2021
345,345,2021,0763002A,LYCEE DU GOLF (GENERAL ET TECHNO.),DIEPPE,76217,NORMANDIE,SEINE MARITIME,public,95.0,0763002A2021
346,346,2021,0770918E,LYCEE URUGUAY FRANCE (GENERAL ET TECHNO.),AVON,77014,CRETEIL,SEINE-ET-MARNE,public,96.0,0770918E2021
347,347,2021,0770924L,LYCEE DE COULOMMIERS (GENERAL ET TECHNO.),COULOMMIERS,77131,CRETEIL,SEINE-ET-MARNE,public,96.0,0770924L2021
348,348,2021,0770934X,LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.),MELUN,77288,CRETEIL,SEINE-ET-MARNE,public,90.0,0770934X2021
349,349,2021,0770938B,LYCEE ANDRE MALRAUX (GENERAL ET TECHNO.),MONTEREAU FAULT YONNE,77305,CRETEIL,SEINE-ET-MARNE,public,96.0,0770938B2021
350,350,2021,0770940D,LYCEE ETIENNE BEZOUT (GENERAL ET TECHNO.),NEMOURS,77333,CRETEIL,SEINE-ET-MARNE,public,95.0,0770940D2021
351,351,2021,0770942F,LYCEE THIBAUT DE CHAMPAGNE (GENERAL ET TECHNO.),PROVINS,77379,CRETEIL,SEINE-ET-MARNE,public,94.0,0770942F2021
352,352,2021,0771027Y,LYCEE FREDERIC JOLIOT CURIE (GENERAL ET TECHNO.),DAMMARIE LES LYS,77152,CRETEIL,SEINE-ET-MARNE,public,97.0,0771027Y2021
353,353,2021,0771940R,LYCEE SIMONE VEIL (GENERAL ET TECHNO.),NOISIEL,77337,CRETEIL,SEINE-ET-MARNE,public,95.0,0771940R2021
354,354,2021,0772228D,LYCEE CHARLES DE GAULLE (GENERAL ET TECHNO.),LONGPERRIER,77259,CRETEIL,SEINE-ET-MARNE,public,94.0,0772228D2021
355,355,2021,0772737G,LYCEE INTERNAT D'EXCELLENCE SOURDUN,SOURDUN,77459,CRETEIL,SEINE-ET-MARNE,public,99.0,0772737G2021
356,356,2021,0772840U,LYCEE LA SALLE - SAINTE MARIE,ST PIERRE LES NEMOURS,77431,CRETEIL,SEINE-ET-MARNE,privé sous contrat,100.0,0772840U2021
357,357,2021,0781512V,LYCEE DESCARTES,MONTIGNY LE BRETONNEUX,78423,VERSAILLES,YVELINES,public,97.0,0781512V2021
358,358,2021,0781839A,LYCEE JEAN MONNET (GENERAL ET TECHNO.),LA QUEUE LES YVELINES,78513,VERSAILLES,YVELINES,public,97.0,0781839A2021
359,359,2021,0781860Y,LYCEE LES PIERRES VIVES (GENERAL ET TECHNO.),CARRIERES SUR SEINE,78124,VERSAILLES,YVELINES,public,99.0,0781860Y2021
360,360,2021,0781950W,LYCEE LOUISE WEISS (GENERAL ET TECHNO.),ACHERES,78005,VERSAILLES,YVELINES,public,92.0,0781950W2021
361,361,2021,0782540M,LYCEE JEAN ROSTAND (GENERAL ET TECHNO.),MANTES LA JOLIE,78361,VERSAILLES,YVELINES,public,93.0,0782540M2021
362,362,2021,0782546U,LYCEE LE CORBUSIER,POISSY,78498,VERSAILLES,YVELINES,public,95.0,0782546U2021
363,363,2021,0782587N,LYCEE VIOLLET-LE-DUC (GENERAL ET TECHNO.),VILLIERS ST FREDERIC,78683,VERSAILLES,YVELINES,public,98.0,0782587N2021
364,364,2021,0782924E,LYCEE EVARISTE GALOIS,SARTROUVILLE,78586,VERSAILLES,YVELINES,public,98.0,0782924E2021
