numero_uai,date_ouverture,date_fermeture,nature_uai,nature_uai_libe
0580473Z,1966-10-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0580486N,1966-10-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0580488R,1966-10-01,1992-07-21,151,ECOLE DE NIVEAU ELEMENTAIRE
0580523D,1966-10-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0580525F,1966-10-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0580526G,1966-10-01,1994-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0580548F,1968-10-08,2021-08-31,101,ECOLE MATERNELLE
0580549G,1968-10-08,2010-08-31,101,ECOLE MATERNELLE
0580591C,1970-05-26,2015-08-31,101,ECOLE MATERNELLE
0580592D,1970-05-26,2011-08-31,101,ECOLE MATERNELLE
0580676V,1978-09-01,2008-08-31,101,ECOLE MATERNELLE
0580719S,1981-09-01,2021-08-31,101,ECOLE MATERNELLE
0580729C,1983-09-01,2006-08-31,101,ECOLE MATERNELLE
0580751B,1987-09-01,1991-08-31,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0580781J,1994-09-09,2013-08-31,101,ECOLE MATERNELLE
0580787R,1996-09-01,1997-08-31,153,ECOLE ELEMENTAIRE D APPLICATION
0580934A,1998-09-01,2017-08-31,101,ECOLE MATERNELLE
0580937D,1999-09-01,2000-08-31,101,ECOLE MATERNELLE
0580943K,2001-09-01,2009-08-31,335,SECTION ENSEIGT GENERAL ET TECHNOLOGIQUE
0590045D,1965-05-01,2011-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0590120K,1967-09-01,2008-08-31,340,COLLEGE
0590188J,1965-05-01,2013-08-31,320,LYCEE PROFESSIONNEL
0590262P,1965-07-20,2011-08-31,320,LYCEE PROFESSIONNEL
0590265T,1965-07-20,2023-08-31,320,LYCEE PROFESSIONNEL
0590269X,1965-07-20,2012-08-31,320,LYCEE PROFESSIONNEL
0590363Z,1965-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590402S,1965-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590406W,1965-09-01,1996-08-31,101,ECOLE MATERNELLE
0590489L,1965-09-01,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590521W,1965-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590544W,1965-09-01,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590548A,1965-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590600G,1965-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590640A,1965-09-01,1999-08-31,101,ECOLE MATERNELLE
0590644E,1965-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590656T,1965-09-01,2006-08-31,101,ECOLE MATERNELLE
0590685Z,1965-09-01,1996-08-31,101,ECOLE MATERNELLE
0590719L,1965-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590745P,1965-09-01,2002-08-31,101,ECOLE MATERNELLE
0590763J,1965-09-01,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590776Y,1965-09-01,2011-08-31,101,ECOLE MATERNELLE
0590782E,1965-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590800Z,1965-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590844X,1965-09-01,2016-08-31,101,ECOLE MATERNELLE
0590857L,1965-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590875F,1965-09-01,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590891Y,1965-09-01,2020-08-31,101,ECOLE MATERNELLE
0590895C,1965-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590900H,1965-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590902K,1965-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590903L,1965-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590917B,1965-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590918C,1965-09-01,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590944F,1965-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0590962A,1965-09-01,2023-08-31,101,ECOLE MATERNELLE
0591005X,1965-09-01,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591113P,1965-09-01,2004-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591141V,1965-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591142W,1965-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591201K,1965-09-01,2006-08-31,101,ECOLE MATERNELLE
0591244G,1965-09-01,1993-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591261A,1965-09-01,2023-08-31,101,ECOLE MATERNELLE
0591299S,1965-09-01,2003-08-31,103,ECOLE MATERNELLE D APPLICATION
0591328Y,1965-09-01,2008-08-31,101,ECOLE MATERNELLE
0591351Y,1965-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591358F,1965-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591364M,1965-09-01,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591381F,1965-09-01,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591430J,1965-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591461T,1965-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591468A,1965-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591475H,1965-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591494D,1965-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591498H,1965-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591515B,1965-09-01,2022-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591535Y,1965-09-01,1990-08-31,101,ECOLE MATERNELLE
0591551R,1965-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591556W,1965-09-01,2012-08-31,101,ECOLE MATERNELLE
0591585C,1965-09-01,1984-08-31,101,ECOLE MATERNELLE
0591586D,1965-09-01,2005-08-31,101,ECOLE MATERNELLE
0591588F,1965-09-01,2010-08-31,101,ECOLE MATERNELLE
0591598S,1965-09-01,2001-08-31,153,ECOLE ELEMENTAIRE D APPLICATION
0591618N,1965-09-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591670V,1965-09-01,1998-08-31,101,ECOLE MATERNELLE
0591743Z,1965-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591753K,1965-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591758R,1965-09-01,2017-08-31,101,ECOLE MATERNELLE
0591823L,1965-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591834Y,1965-09-01,1978-08-31,101,ECOLE MATERNELLE
0591842G,1965-09-01,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591893M,1965-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591894N,1965-09-01,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591911G,1965-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591974A,1965-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591976C,1965-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0591983K,1965-09-01,2009-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592017X,1965-09-01,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592052K,1965-09-01,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592063X,1965-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592066A,1965-09-01,1978-08-31,101,ECOLE MATERNELLE
0592122L,1965-09-01,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592130V,1965-09-01,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592132X,1965-09-01,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592135A,1965-09-01,1982-09-05,151,ECOLE DE NIVEAU ELEMENTAIRE
0592152U,1965-09-01,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592162E,1965-09-01,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592212J,1965-09-01,2021-08-31,101,ECOLE MATERNELLE
0592236K,1965-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592260L,1965-09-01,2004-08-31,101,ECOLE MATERNELLE
0592268V,1965-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592284M,1965-09-01,1993-08-31,101,ECOLE MATERNELLE
0592289T,1965-09-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592335T,1965-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592365A,1965-09-01,2007-08-31,162,ECOLE DE NIVEAU ELEMENTAIRE SPECIALISEE
0592386Y,1965-09-01,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592388A,1965-09-01,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592399M,1965-09-01,1981-08-31,101,ECOLE MATERNELLE
0592590V,1965-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592616Y,1968-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0592662Y,1968-09-01,1993-08-31,101,ECOLE MATERNELLE
0592752W,1968-09-01,2000-08-31,101,ECOLE MATERNELLE
0592918B,1954-09-01,2010-06-29,340,COLLEGE
0593049U,1967-09-01,1996-08-31,320,LYCEE PROFESSIONNEL
0593214Y,1968-09-01,2007-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0593301T,1969-09-01,2023-08-31,101,ECOLE MATERNELLE
0593496E,1970-09-01,2009-08-31,320,LYCEE PROFESSIONNEL
0593568H,1970-09-01,2015-08-31,101,ECOLE MATERNELLE
0593574P,1970-09-01,1997-08-31,101,ECOLE MATERNELLE
0593588E,1979-05-23,2011-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593665N,1971-09-01,2015-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0593669T,1971-09-01,2009-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0593696X,1971-03-16,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593726E,1971-03-22,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593728G,1971-03-22,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593736R,1971-03-16,1991-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0593741W,1971-03-17,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593788X,1971-03-20,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593801L,1971-03-16,1985-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593805R,1971-03-17,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593815B,1971-03-17,1987-09-07,151,ECOLE DE NIVEAU ELEMENTAIRE
0593820G,1971-03-17,1978-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593850P,1971-03-19,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593860A,1971-03-19,1989-09-03,151,ECOLE DE NIVEAU ELEMENTAIRE
0593861B,1971-03-19,2008-08-31,101,ECOLE MATERNELLE
0593873P,1971-03-22,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593874R,1971-03-22,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593890H,1971-03-22,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593891J,1971-03-18,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593906A,1971-03-18,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593909D,1971-03-18,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0593952A,1971-03-24,2014-08-31,101,ECOLE MATERNELLE
0593986M,1971-03-25,1979-09-11,151,ECOLE DE NIVEAU ELEMENTAIRE
0594048E,1971-03-25,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594076K,1971-03-26,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594116D,1971-03-24,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594119G,1971-03-26,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594190J,1971-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594225X,1971-09-01,2007-08-31,101,ECOLE MATERNELLE
0594250Z,1971-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594263N,1971-09-01,1999-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594442H,1973-09-01,2013-08-31,101,ECOLE MATERNELLE
0594455X,1973-09-01,2002-08-31,101,ECOLE MATERNELLE
0594508E,1973-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594526Z,1974-09-01,2018-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0594528B,1974-09-01,2009-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0594554E,1974-09-01,2001-08-31,153,ECOLE ELEMENTAIRE D APPLICATION
0594590U,1974-09-01,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594594Y,1974-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594609P,1974-09-01,1994-08-31,101,ECOLE MATERNELLE
0594626H,1975-09-01,2007-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0594723N,1975-09-01,2011-08-31,101,ECOLE MATERNELLE
0594821V,1975-09-01,1982-09-05,151,ECOLE DE NIVEAU ELEMENTAIRE
0594841S,1975-09-01,2011-08-31,101,ECOLE MATERNELLE
0594955R,1976-09-01,2002-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0594976N,1976-09-01,2003-08-31,101,ECOLE MATERNELLE
0594994H,1976-09-06,2015-08-31,101,ECOLE MATERNELLE
0594996K,1976-09-06,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595030X,1977-09-01,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595039G,1977-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595068N,1977-09-01,2002-08-31,101,ECOLE MATERNELLE
0595090M,1978-09-01,2003-08-31,101,ECOLE MATERNELLE
0595099X,1978-09-01,2015-08-31,101,ECOLE MATERNELLE
0595180K,1977-09-01,2010-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0595188U,1977-09-01,1994-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0595196C,1977-10-10,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595332A,1979-09-01,2010-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0595371T,1981-09-01,2016-08-31,101,ECOLE MATERNELLE
0595428E,1980-12-12,1981-08-31,101,ECOLE MATERNELLE
0595437P,1981-09-01,2018-08-31,101,ECOLE MATERNELLE
0595489W,1981-09-01,2010-06-29,302,LYCEE D ENSEIGNEMENT GENERAL
0595506P,1982-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595537Y,1982-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595609B,1983-09-01,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595612E,1983-09-01,2010-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595666N,1985-09-01,2012-08-31,101,ECOLE MATERNELLE
0595710L,1986-09-01,2005-08-31,101,ECOLE MATERNELLE
0595731J,1986-09-01,1987-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0595767Y,1988-09-01,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0595848L,1990-09-01,2011-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0595894L,1992-09-01,2023-08-31,320,LYCEE PROFESSIONNEL
0596068A,1993-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596073F,1991-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596078L,1993-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596084T,1987-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596092B,1991-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596112Y,1994-09-01,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0596155V,1994-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596158Y,1994-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596159Z,1994-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596216L,1995-09-01,1998-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596220R,1995-09-01,1998-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596226X,1995-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596227Y,1995-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596228Z,1995-09-01,1998-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596230B,1995-09-01,1998-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596235G,1995-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596285L,1996-09-01,2000-09-18,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596289R,1996-09-01,1998-08-31,336,SECTION ENSEIGNT TECHNO (1ER CYCLE)
0596299B,1996-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0596455W,1999-09-01,2016-08-31,301,LYCEE D ENSEIGNEMENT TECHNOLOGIQUE
0596468K,2000-09-01,2003-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0596482A,2001-09-01,2002-03-19,306,LYCEE POLYVALENT
0596638V,2003-09-01,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0596639W,2003-09-01,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0596855F,2009-06-30,2011-08-31,334,SECTION D ENSEIGNEMENT PROFESSIONNEL
0596984W,2012-09-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0597204K,2021-01-11,2022-05-23,151,ECOLE DE NIVEAU ELEMENTAIRE
0597297L,2023-01-21,2024-01-17,340,COLLEGE
0600125K,1967-01-17,1994-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600128N,1967-01-17,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600152P,1967-01-18,2008-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600162A,1966-10-03,2014-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600203V,1966-10-07,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600231A,1966-09-28,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600236F,1967-01-16,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600250W,1966-09-26,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600251X,1966-09-27,2001-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600264L,1966-09-26,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600265M,1966-09-26,1981-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600269S,1966-09-27,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600272V,1966-10-05,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600273W,1966-10-05,1996-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600281E,1996-09-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600289N,1982-09-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600314R,1966-10-10,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600355K,1966-10-06,2012-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600372D,1966-10-05,2008-08-31,101,ECOLE MATERNELLE
0600385T,1966-10-03,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600389X,1966-10-03,1992-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600394C,1966-11-23,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600406R,1966-11-23,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600444G,1967-11-14,1993-08-31,101,ECOLE MATERNELLE
0600530A,1985-09-01,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600571V,1967-02-04,1986-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600584J,1967-02-06,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600585K,1967-02-06,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600587M,1967-02-09,1984-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600595W,1967-02-13,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600610M,1967-02-13,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600611N,1967-02-13,2007-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600639U,1967-02-10,2006-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600663V,1967-01-31,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600686V,1967-01-20,2023-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600707T,1967-01-21,2021-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600721H,1967-01-21,1980-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600808C,1967-02-01,1990-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600819P,1967-02-01,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600828Z,1967-02-02,2013-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600832D,1967-02-02,1986-05-31,101,ECOLE MATERNELLE
0600833E,1967-02-02,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600837J,1967-02-02,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600843R,1967-02-02,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600845T,1967-02-03,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600904G,1967-04-25,1980-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0600918X,1988-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600944A,1987-09-08,2018-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600994E,1988-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600997H,1967-03-22,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600998J,1967-03-22,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0600999K,1967-03-22,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601008V,1967-02-23,1980-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0601011Y,1967-02-23,1991-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601055W,1967-04-24,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601056X,1967-04-24,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601101W,1967-04-28,2020-08-31,101,ECOLE MATERNELLE
0601110F,1967-04-26,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601124W,1967-04-28,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601152B,1967-09-29,1978-08-31,340,COLLEGE
0601161L,1967-10-02,1996-02-29,320,LYCEE PROFESSIONNEL
0601169V,1967-09-30,1987-08-31,320,LYCEE PROFESSIONNEL
0601173Z,1967-09-30,1978-08-31,320,LYCEE PROFESSIONNEL
0601272G,1980-07-15,1980-09-08,151,ECOLE DE NIVEAU ELEMENTAIRE
0601431E,1972-06-14,2015-08-31,101,ECOLE MATERNELLE
0601460L,1973-06-13,1988-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601538W,1976-09-22,2016-08-31,101,ECOLE MATERNELLE
0601559U,1976-12-22,1995-08-31,101,ECOLE MATERNELLE
0601667L,1979-09-01,1994-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0601677X,1979-09-01,2015-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0601754F,1982-09-01,2022-08-31,101,ECOLE MATERNELLE
0601844D,1988-09-01,2009-08-31,101,ECOLE MATERNELLE
0601878R,1990-08-31,2007-08-31,101,ECOLE MATERNELLE
0601883W,1993-09-01,2008-08-31,390,SECTION ENSEIGNT GEN. ET PROF. ADAPTE
0602084P,2005-09-01,2016-08-31,320,LYCEE PROFESSIONNEL
0602145F,2015-09-01,2016-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0602158V,2016-09-01,2019-08-31,320,LYCEE PROFESSIONNEL
0602159W,2016-09-01,2019-08-31,320,LYCEE PROFESSIONNEL
0602188C,2020-09-01,2023-08-31,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0602189D,2020-09-01,2023-10-06,300,LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE
0610069U,1966-09-29,2005-08-31,101,ECOLE MATERNELLE
0610074Z,1966-09-29,1997-08-31,101,ECOLE MATERNELLE
0610086M,1966-09-29,2004-08-31,101,ECOLE MATERNELLE
0610090S,1981-09-01,1989-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610111P,1986-09-01,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610123C,1966-09-30,1983-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610134P,1966-10-05,1979-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610137T,1966-10-07,1995-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610153K,1966-10-06,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610156N,1966-10-05,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610159S,1966-10-04,1996-08-31,101,ECOLE MATERNELLE
0610160T,1966-10-04,1998-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610162V,1966-10-06,1982-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610175J,1966-10-03,2005-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610185V,1966-10-05,2000-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610187X,1966-10-03,1997-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610200L,1966-10-07,2017-08-31,151,ECOLE DE NIVEAU ELEMENTAIRE
0610208V,1966-09-30,1991-09-09,151,ECOLE DE NIVEAU ELEMENTAIRE
0610215C,1966-09-30,2002-08-31,101,ECOLE MATERNELLE
